0,01	0,999950000416665
0,4098	0,917200526339254
0,8096	0,689788092653895
1,2094	0,35358070724309
1,6092	-0,0383942340087567
2,009	-0,424313549076267
2,4088	-0,743309163111774
2,8086	-0,945068360080853
3,2084	-0,997769219123775
3,6082	-0,893099640515239
4,008	-0,647568348997109
4,4078	-0,299901100047459
4,8076	0,0950672346262715
5,2074	0,475041348158776
5,6072	0,78009085645247
6,007	0,962102655088579
6,4068	0,992369427926155
6,8066	0,86611743049959
7,2064	0,603259415887033
7,6062	0,245253949863942
8,006	-0,15143352867877
8,4058	-0,524236565582551
8,8056	-0,814355815316517
9,2054	-0,976033007905329
9,6052	-0,983768047667239
10,005	-0,8363409464835
10,4048	-0,557004243107856
10,8046	-0,189815559703624
11,2044	0,207311266841413
11,6042	0,571740487399404
12,004	0,84599349385839
12,4038	0,98681447633121
12,8036	0,971992828179069
13,2034	0,803866253564125
13,6032	0,508952059415559
14,003	0,133764785281447
14,4028	-0,262520175971717
14,8026	-0,617399856130634
15,2024	-0,874901822382371
15,6022	-0,994412277118766
16,002	-0,957081758755599
16,4018	-0,768798121818715
16,8016	-0,459257891095066
17,2014	-0,0772824579906648
17,6012	0,316882140708012
18,001	0,66106736520737
18,4008	0,900987536640509
18,8006	0,998801898190936
19,2004	0,939082945591375
19,6002	0,731249688294666
