0,01	-4,60517018598809
0,4098	-0,892086043177338
0,8096	-0,211214980448936
1,2094	0,190124368856976
1,6092	0,475737161093496
2,009	0,697637085832797
2,4088	0,879128698185387
2,8086	1,03268613855194
3,2084	1,16577237051063
3,6082	1,28320903303657
4,008	1,38829236378256
4,4078	1,48337569877045
4,8076	1,5701979990965
5,2074	1,65008069089612
5,6072	1,72405148620398
6,007	1,79292545586802
6,4068	1,857359926312
6,8066	1,91789272970115
7,2064	1,97496952008312
7,6062	2,0289637041906
8,006	2,08019126057038
8,4058	2,12892194377073
8,8056	2,17538788272705
9,2054	2,21979026838513
9,6052	2,26230461849202
10,005	2,3030849680357
10,4048	2,34226723813275
10,8046	2,3799719693754
11,2044	2,41630655829574
11,6042	2,45136710154669
12,004	2,48523992757812
12,4038	2,51800287727719
12,8036	2,54972638138221
13,2034	2,58047437218296
13,6032	2,61030505918233
14,003	2,63927159237364
14,4028	2,66742263212453
14,8026	2,69480284101658
15,2024	2,72145331012501
15,6022	2,74741192995334
16,002	2,77271371442793
16,4018	2,79739108490495
16,8016	2,82147411996959
17,2014	2,84499077585582
17,6012	2,86796708153801
18,001	2,89042731190857
18,4008	2,91239414193066
18,8006	2,93388878422025
19,2004	2,95493111215006
19,6002	2,97553977026604
