0,01	0,0001
0,4098	0,16793604
0,8096	0,65545216
1,2094	1,46264836
1,6092	2,58952464
2,009	4,036081
2,4088	5,80231744
2,8086	7,88823396
3,2084	10,29383056
3,6082	13,01910724
4,008	16,064064
4,4078	19,42870084
4,8076	23,11301776
5,2074	27,11701476
5,6072	31,44069184
6,007	36,084049
6,4068	41,04708624
6,8066	46,32980356
7,2064	51,93220096
7,6062	57,85427844
8,006	64,096036
8,4058	70,65747364
8,8056	77,53859136
9,2054	84,73938916
9,6052	92,2598670400001
10,005	100,100025
10,4048	108,25986304
10,8046	116,73938116
11,2044	125,53857936
11,6042	134,65745764
12,004	144,096016
12,4038	153,85425444
12,8036	163,93217296
13,2034	174,32977156
13,6032	185,04705024
14,003	196,084009
14,4028	207,44064784
14,8026	219,11696676
15,2024	231,11296576
15,6022	243,42864484
16,002	256,064004000001
16,4018	269,019043240001
16,8016	282,293762560001
17,2014	295,888161960001
17,6012	309,80224144
18,001	324,036001
18,4008	338,58944064
18,8006	353,46256036
19,2004	368,65536016
19,6002	384,16784004
